"Module"	"Gene1"	"Gene2"
"M1"	"PRKAB2"	"GPR183"
"M1"	"PRKAB2"	"AREG"
"M1"	"PRKAB2"	"DCT"
"M1"	"NVL"	"FOLR3"
"M1"	"NVL"	"MYPN"
"M1"	"KLHDC9"	"UBE2QL1"
"M1"	"KLHDC9"	"PROCR"
"M1"	"KLHDC9"	"SPP1"
"M1"	"KLHDC9"	"CCR3"
"M1"	"KLHDC9"	"PRKCG"
"M1"	"KLHDC9"	"NFE2"
"M1"	"KLHDC9"	"ERMN"
"M1"	"KLHDC9"	"CD300LB"
"M1"	"KLHDC9"	"RNASE3"
"M1"	"KLHDC9"	"GPR183"
"M1"	"KLHDC9"	"SPRED3"
"M1"	"KLHDC9"	"ROPN1"
"M1"	"NCBP2"	"SIGLEC9"
"M1"	"NCBP2"	"ZSCAN4"
"M1"	"SALL4"	"ADAMTSL4"
"M1"	"RHPN2"	"PTPRR"
"M1"	"RHPN2"	"SIGLEC9"
"M1"	"RHPN2"	"SLC12A1"
"M1"	"PRF1"	"TNFSF13B"
"M1"	"PRF1"	"CREB5"
"M1"	"PRF1"	"TLX1"
"M1"	"PRF1"	"NPTX1"
"M1"	"PRF1"	"SSTR3"
"M1"	"PRF1"	"BACH2"
"M1"	"PRF1"	"CR1"
"M1"	"PRF1"	"SIGLEC9"
"M1"	"PRF1"	"IRGC"
"M1"	"PRF1"	"CLEC4D"
"M1"	"PRF1"	"GLRA3"
"M1"	"PRF1"	"GPR183"
"M1"	"PRF1"	"MPO"
"M1"	"VPS28"	"HCK"
"M1"	"VPS28"	"GLI1"
"M1"	"VPS28"	"NPTX1"
"M1"	"VPS28"	"RGS13"
"M1"	"VPS28"	"SSTR3"
"M1"	"VPS28"	"BACH2"
"M1"	"VPS28"	"NOG"
"M1"	"VPS28"	"SIGLEC9"
"M1"	"VPS28"	"HAS1"
"M1"	"VPS28"	"GPR183"
"M1"	"VPS28"	"FFAR1"
"M1"	"VPS28"	"CMTM2"
"M1"	"HPR"	"APBB1IP"
"M1"	"HPR"	"IL18RAP"
"M1"	"C19orf25"	"CREB5"
"M1"	"C19orf25"	"NPTX1"
"M1"	"C19orf25"	"EGR1"
"M1"	"C19orf25"	"CLEC9A"
"M1"	"APBB1IP"	"THAP3"
"M1"	"APBB1IP"	"PTP4A1"
"M1"	"APBB1IP"	"KNSTRN"
"M1"	"APBB1IP"	"SRP68"
"M1"	"APBB1IP"	"BMP7"
"M1"	"APBB1IP"	"RFC3"
"M1"	"APBB1IP"	"RANBP1"
"M1"	"APBB1IP"	"SPG20"
"M1"	"APBB1IP"	"PPFIA2"
"M1"	"APBB1IP"	"NRP1"
"M1"	"APBB1IP"	"TUBB4A"
"M1"	"APBB1IP"	"LRIG1"
"M1"	"APBB1IP"	"SLC5A1"
"M1"	"APBB1IP"	"HNRNPA0"
"M1"	"APBB1IP"	"DEDD2"
"M1"	"APBB1IP"	"IPO5"
"M1"	"APBB1IP"	"RNF25"
"M1"	"APBB1IP"	"LDHAL6A"
"M1"	"APBB1IP"	"RPGRIP1"
"M1"	"APBB1IP"	"SREK1"
"M1"	"APBB1IP"	"ASIC1"
"M1"	"APBB1IP"	"HPCAL4"
"M1"	"APBB1IP"	"MIPEP"
"M1"	"APBB1IP"	"PIGA"
"M1"	"APBB1IP"	"DLC1"
"M1"	"APBB1IP"	"METTL9"
"M1"	"APBB1IP"	"PDCD5"
"M1"	"APBB1IP"	"ATP6V1G1"
"M1"	"APBB1IP"	"KCNA4"
"M1"	"APBB1IP"	"MTUS2"
"M1"	"APBB1IP"	"WBP5"
"M1"	"APBB1IP"	"ARL6IP1"
"M1"	"APBB1IP"	"SLC15A3"
"M1"	"APBB1IP"	"RPL11"
"M1"	"APBB1IP"	"F10"
"M1"	"APBB1IP"	"SLC7A7"
"M1"	"APBB1IP"	"LPP"
"M1"	"APBB1IP"	"FOXN2"
"M1"	"APBB1IP"	"VPS72"
"M1"	"APBB1IP"	"CIC"
"M1"	"APBB1IP"	"RAB6B"
"M1"	"APBB1IP"	"CES1"
"M1"	"APBB1IP"	"RPL18"
"M1"	"APBB1IP"	"PSMA7"
"M1"	"APBB1IP"	"FIGF"
"M1"	"APBB1IP"	"GATA3"
"M1"	"APBB1IP"	"HIST1H1E"
"M1"	"APBB1IP"	"ACOX2"
"M1"	"APBB1IP"	"PTPRR"
"M1"	"APBB1IP"	"LGALS3"
"M1"	"APBB1IP"	"CSF2RB"
"M1"	"APBB1IP"	"IMMT"
"M1"	"APBB1IP"	"SYNE1"
"M1"	"APBB1IP"	"ASCL1"
"M1"	"APBB1IP"	"ERCC6"
"M1"	"APBB1IP"	"NPY1R"
"M1"	"APBB1IP"	"SNAPC5"
"M1"	"APBB1IP"	"DUSP16"
"M1"	"APBB1IP"	"MAPKAP1"
"M1"	"APBB1IP"	"TAS1R1"
"M1"	"APBB1IP"	"PNN"
"M1"	"APBB1IP"	"FBLN2"
"M1"	"APBB1IP"	"CST11"
"M1"	"APBB1IP"	"ZNF787"
"M1"	"APBB1IP"	"KCNV2"
"M1"	"APBB1IP"	"ULBP2"
"M1"	"APBB1IP"	"VAV1"
"M1"	"APBB1IP"	"TNFRSF8"
"M1"	"APBB1IP"	"CLDN10"
"M1"	"APBB1IP"	"IL22RA1"
"M1"	"APBB1IP"	"NFATC1"
"M1"	"APBB1IP"	"FCER1G"
"M1"	"APBB1IP"	"SLC9A4"
"M1"	"APBB1IP"	"ECE1"
"M1"	"APBB1IP"	"RWDD2B"
"M1"	"APBB1IP"	"SKIV2L2"
"M1"	"APBB1IP"	"ZNF215"
"M1"	"APBB1IP"	"CCDC15"
"M1"	"APBB1IP"	"ZNF585B"
"M1"	"APBB1IP"	"ITIH1"
"M1"	"APBB1IP"	"TNRC6C"
"M1"	"APBB1IP"	"IRGC"
"M1"	"APBB1IP"	"IL4"
"M1"	"APBB1IP"	"DCAF12"
"M1"	"APBB1IP"	"UBE2D1"
"M1"	"APBB1IP"	"CEACAM3"
"M1"	"APBB1IP"	"PLA2G7"
"M1"	"APBB1IP"	"ZNF594"
"M1"	"APBB1IP"	"BCKDK"
"M1"	"APBB1IP"	"SLC1A6"
"M1"	"APBB1IP"	"ME3"
"M1"	"APBB1IP"	"APOBEC3F"
"M1"	"APBB1IP"	"TRIOBP"
"M1"	"APBB1IP"	"TMEM106A"
"M1"	"APBB1IP"	"PSTPIP2"
"M1"	"APBB1IP"	"PNKP"
"M1"	"APBB1IP"	"TPGS1"
"M1"	"APBB1IP"	"STRADB"
"M1"	"APBB1IP"	"CHMP2B"
"M1"	"APBB1IP"	"DCAF15"
"M1"	"APBB1IP"	"CACNG3"
"M1"	"APBB1IP"	"CATSPER1"
"M1"	"APBB1IP"	"ZBTB5"
"M1"	"APBB1IP"	"BCOR"
"M1"	"APBB1IP"	"SMIM3"
"M1"	"APBB1IP"	"MMP7"
"M1"	"APBB1IP"	"TRIM56"
"M1"	"APBB1IP"	"CUBN"
"M1"	"APBB1IP"	"XPNPEP3"
"M1"	"APBB1IP"	"LRRFIP1"
"M1"	"APBB1IP"	"GEMIN6"
"M1"	"APBB1IP"	"CNPPD1"
"M1"	"APBB1IP"	"CYP27A1"
"M1"	"APBB1IP"	"GDPD5"
"M1"	"APBB1IP"	"ATP2B3"
"M1"	"APBB1IP"	"GP1BA"
"M1"	"APBB1IP"	"ELAVL3"
"M1"	"APBB1IP"	"ZBTB41"
"M1"	"APBB1IP"	"SLC25A51"
"M1"	"APBB1IP"	"FAM126B"
"M1"	"APBB1IP"	"CACNA1F"
"M1"	"APBB1IP"	"POLR2J"
"M1"	"APBB1IP"	"F2RL3"
"M1"	"APBB1IP"	"C8orf34"
"M1"	"APBB1IP"	"PLK2"
"M1"	"APBB1IP"	"CCDC57"
"M1"	"APBB1IP"	"ASIP"
"M1"	"APBB1IP"	"TRIM59"
"M1"	"APBB1IP"	"GPR108"
"M1"	"APBB1IP"	"PHACTR2"
"M1"	"APBB1IP"	"WT1"
"M1"	"APBB1IP"	"GDPD3"
"M1"	"APBB1IP"	"ABLIM2"
"M1"	"APBB1IP"	"NEK3"
"M1"	"APBB1IP"	"IFI44"
"M1"	"APBB1IP"	"TMEM184B"
"M1"	"APBB1IP"	"MARC2"
"M1"	"APBB1IP"	"ATAD3A"
"M1"	"APBB1IP"	"TTLL1"
"M1"	"APBB1IP"	"FAIM"
"M1"	"APBB1IP"	"AIM1"
"M1"	"APBB1IP"	"ZNF713"
"M1"	"APBB1IP"	"UBE2E1"
"M1"	"APBB1IP"	"CARD10"
"M1"	"APBB1IP"	"MED6"
"M1"	"APBB1IP"	"ECEL1"
"M1"	"APBB1IP"	"CILP2"
"M1"	"APBB1IP"	"ZNF830"
"M1"	"APBB1IP"	"USP40"
"M1"	"APBB1IP"	"USP51"
"M1"	"APBB1IP"	"RPP40"
"M1"	"APBB1IP"	"ZC3H13"
"M1"	"APBB1IP"	"TNFSF15"
"M1"	"APBB1IP"	"CCDC181"
"M1"	"APBB1IP"	"LPO"
"M1"	"APBB1IP"	"TMEM246"
"M1"	"APBB1IP"	"SLC14A2"
"M1"	"APBB1IP"	"HAS2"
"M1"	"APBB1IP"	"NTHL1"
"M1"	"APBB1IP"	"PAGR1"
"M1"	"APBB1IP"	"ZNF284"
"M1"	"APBB1IP"	"AJAP1"
"M1"	"APBB1IP"	"CD101"
"M1"	"APBB1IP"	"TAF5"
"M1"	"APBB1IP"	"CSTF1"
"M1"	"APBB1IP"	"GSTM4"
"M1"	"APBB1IP"	"PI3"
"M1"	"APBB1IP"	"EIF3M"
"M1"	"APBB1IP"	"YY1AP1"
"M1"	"APBB1IP"	"NOTCH4"
"M1"	"APBB1IP"	"HLA-DOB"
"M1"	"APBB1IP"	"CFHR5"
"M1"	"APBB1IP"	"MOSPD2"
"M1"	"APBB1IP"	"COX6A2"
"M1"	"APBB1IP"	"LAMB4"
"M1"	"APBB1IP"	"ASAH1"
"M1"	"APBB1IP"	"KIAA1715"
"M1"	"APBB1IP"	"CCDC92"
"M1"	"APBB1IP"	"AP5B1"
"M1"	"APBB1IP"	"RORB"
"M1"	"APBB1IP"	"GUCY2F"
"M1"	"APBB1IP"	"TIMP2"
"M1"	"APBB1IP"	"RNF214"
"M1"	"APBB1IP"	"PLEKHH3"
"M1"	"APBB1IP"	"ZNF816"
"M1"	"APBB1IP"	"TFEC"
"M1"	"APBB1IP"	"RLBP1"
"M1"	"APBB1IP"	"SIRT5"
"M1"	"APBB1IP"	"PSMC6"
"M1"	"APBB1IP"	"TTYH1"
"M1"	"APBB1IP"	"AKR1A1"
"M1"	"APBB1IP"	"ANKAR"
"M1"	"APBB1IP"	"USH2A"
"M1"	"APBB1IP"	"PTCHD2"
"M1"	"APBB1IP"	"ZNF827"
"M1"	"APBB1IP"	"TCEA2"
"M1"	"APBB1IP"	"TTC3"
"M1"	"APBB1IP"	"ABCG4"
"M1"	"APBB1IP"	"ZNF324"
"M1"	"APBB1IP"	"MORC3"
"M1"	"APBB1IP"	"TOMM40L"
"M1"	"APBB1IP"	"FLOT2"
"M1"	"APBB1IP"	"MANEA"
"M1"	"APBB1IP"	"DHPS"
"M1"	"APBB1IP"	"MSX2"
"M1"	"APBB1IP"	"ABHD6"
"M1"	"APBB1IP"	"KCNJ12"
"M1"	"APBB1IP"	"KPNA4"
"M1"	"APBB1IP"	"TNS4"
"M1"	"APBB1IP"	"OPA1"
"M1"	"APBB1IP"	"OTOG"
"M1"	"APBB1IP"	"TTC37"
"M1"	"APBB1IP"	"UGT2B7"
"M1"	"APBB1IP"	"LDLR"
"M1"	"APBB1IP"	"EBLN2"
"M1"	"APBB1IP"	"CCDC97"
"M1"	"APBB1IP"	"SOX11"
"M1"	"APBB1IP"	"KSR2"
"M1"	"APBB1IP"	"STOX2"
"M1"	"APBB1IP"	"DNAAF1"
"M1"	"APBB1IP"	"BTBD7"
"M1"	"APBB1IP"	"TSHZ2"
"M1"	"APBB1IP"	"HGS"
"M1"	"APBB1IP"	"ZC3H14"
"M1"	"APBB1IP"	"TACO1"
"M1"	"APBB1IP"	"CRYZ"
"M1"	"APBB1IP"	"MCCC1"
"M1"	"APBB1IP"	"HECTD3"
"M1"	"APBB1IP"	"C2CD3"
"M1"	"APBB1IP"	"NCF2"
"M1"	"APBB1IP"	"ZNF175"
"M1"	"APBB1IP"	"ATP1A2"
"M1"	"APBB1IP"	"APAF1"
"M1"	"APBB1IP"	"CCDC13"
"M1"	"APBB1IP"	"GKN1"
"M1"	"APBB1IP"	"KIF2C"
"M1"	"APBB1IP"	"PRPF4"
"M1"	"APBB1IP"	"CAAP1"
"M1"	"APBB1IP"	"MTBP"
"M1"	"APBB1IP"	"METTL20"
"M1"	"APBB1IP"	"PKP4"
"M1"	"APBB1IP"	"PDZD4"
"M1"	"APBB1IP"	"PDE1C"
"M1"	"APBB1IP"	"SMOC1"
"M1"	"APBB1IP"	"ATP2B2"
"M1"	"APBB1IP"	"CALML6"
"M1"	"APBB1IP"	"RMND5B"
"M1"	"APBB1IP"	"TDRKH"
"M1"	"APBB1IP"	"WNT9B"
"M1"	"APBB1IP"	"TBX3"
"M1"	"APBB1IP"	"SHPK"
"M1"	"APBB1IP"	"TOLLIP"
"M1"	"APBB1IP"	"SLN"
"M1"	"APBB1IP"	"BRCA1"
"M1"	"APBB1IP"	"ZNF473"
"M1"	"APBB1IP"	"ZNF253"
"M1"	"APBB1IP"	"HCFC1"
"M1"	"APBB1IP"	"PLEKHB1"
"M1"	"APBB1IP"	"SLC25A13"
"M1"	"APBB1IP"	"TGFB3"
"M1"	"APBB1IP"	"ATXN10"
"M1"	"APBB1IP"	"ADCK4"
"M1"	"APBB1IP"	"SMAP2"
"M1"	"APBB1IP"	"KIAA1875"
"M1"	"APBB1IP"	"RBM8A"
"M1"	"APBB1IP"	"RAB38"
"M1"	"APBB1IP"	"MLH3"
"M1"	"APBB1IP"	"ACTL6B"
"M1"	"APBB1IP"	"KMT2C"
"M1"	"APBB1IP"	"TEKT2"
"M1"	"APBB1IP"	"TPD52"
"M1"	"APBB1IP"	"DLAT"
"M1"	"APBB1IP"	"NOL12"
"M1"	"APBB1IP"	"GNAI2"
"M1"	"APBB1IP"	"PRSS1"
"M1"	"APBB1IP"	"HSPA1A"
"M1"	"APBB1IP"	"ZFHX3"
"M1"	"APBB1IP"	"CRKL"
"M1"	"APBB1IP"	"GRIK5"
"M1"	"APBB1IP"	"FGD1"
"M1"	"APBB1IP"	"PLEKHF1"
"M1"	"APBB1IP"	"MYC"
"M1"	"APBB1IP"	"KIAA1429"
"M1"	"APBB1IP"	"GNAT3"
"M1"	"APBB1IP"	"ILVBL"
"M1"	"APBB1IP"	"COL4A6"
"M1"	"APBB1IP"	"ATP4A"
"M1"	"APBB1IP"	"COL16A1"
"M1"	"APBB1IP"	"HTR3A"
"M1"	"APBB1IP"	"HAND2"
"M1"	"APBB1IP"	"KRT81"
"M1"	"APBB1IP"	"KCNE4"
"M1"	"APBB1IP"	"TSSK3"
"M1"	"APBB1IP"	"TIMM10B"
"M1"	"APBB1IP"	"CNR2"
"M1"	"APBB1IP"	"CIAO1"
"M1"	"APBB1IP"	"TUBG1"
"M1"	"APBB1IP"	"ZBTB8A"
"M1"	"APBB1IP"	"ST7L"
"M1"	"APBB1IP"	"MMP17"
"M1"	"APBB1IP"	"GPD2"
"M1"	"APBB1IP"	"DEPDC1B"
"M1"	"APBB1IP"	"B2M"
"M1"	"APBB1IP"	"DENND1A"
"M1"	"APBB1IP"	"ITPKA"
"M1"	"APBB1IP"	"PABPN1"
"M1"	"APBB1IP"	"KANSL1"
"M1"	"APBB1IP"	"CPN1"
"M1"	"APBB1IP"	"ANKHD1-EIF4EBP3"
"M1"	"APBB1IP"	"ICK"
"M1"	"APBB1IP"	"CYP27C1"
"M1"	"APBB1IP"	"HNMT"
"M1"	"APBB1IP"	"ZNF414"
"M1"	"APBB1IP"	"ABCC2"
"M1"	"APBB1IP"	"BCAS3"
"M1"	"APBB1IP"	"BRCC3"
"M1"	"APBB1IP"	"MBNL1"
"M1"	"APBB1IP"	"RNASE2"
"M1"	"APBB1IP"	"ANP32E"
"M1"	"APBB1IP"	"SYCP3"
"M1"	"APBB1IP"	"UNC5B"
"M1"	"APBB1IP"	"SPRR2D"
"M1"	"APBB1IP"	"PARP6"
"M1"	"APBB1IP"	"SLC1A7"
"M1"	"APBB1IP"	"TSEN2"
"M1"	"APBB1IP"	"ZNF829"
"M1"	"APBB1IP"	"NCAPG"
"M1"	"APBB1IP"	"YEATS2"
"M1"	"APBB1IP"	"IGDCC4"
"M1"	"APBB1IP"	"RANBP17"
"M1"	"APBB1IP"	"AQP2"
"M1"	"APBB1IP"	"RAB23"
"M1"	"APBB1IP"	"PYDC1"
"M1"	"APBB1IP"	"HLA-G"
"M1"	"APBB1IP"	"PSPH"
"M1"	"APBB1IP"	"CBX8"
"M1"	"APBB1IP"	"CCDC170"
"M1"	"APBB1IP"	"MAGEC1"
"M1"	"APBB1IP"	"HCLS1"
"M1"	"APBB1IP"	"E4F1"
"M1"	"APBB1IP"	"FAR2"
"M1"	"APBB1IP"	"WDR61"
"M1"	"APBB1IP"	"PPARGC1B"
"M1"	"APBB1IP"	"CLTC"
"M1"	"APBB1IP"	"SEC24C"
"M1"	"APBB1IP"	"CCNG2"
"M1"	"APBB1IP"	"IFNAR2"
"M1"	"APBB1IP"	"PRODH"
"M1"	"APBB1IP"	"OC90"
"M1"	"APBB1IP"	"CPNE1"
"M1"	"APBB1IP"	"SMURF1"
"M1"	"APBB1IP"	"NDUFA3"
"M1"	"APBB1IP"	"AANAT"
"M1"	"APBB1IP"	"NPC1"
"M1"	"APBB1IP"	"ETHE1"
"M1"	"APBB1IP"	"MAT2A"
"M1"	"APBB1IP"	"MRPL9"
"M1"	"APBB1IP"	"GINS4"
"M1"	"APBB1IP"	"TAPT1"
"M1"	"APBB1IP"	"CNTNAP4"
"M1"	"APBB1IP"	"DNAJB7"
"M1"	"APBB1IP"	"EYA3"
"M1"	"APBB1IP"	"EDA"
"M1"	"APBB1IP"	"CHRNA1"
"M1"	"APBB1IP"	"ZIC5"
"M1"	"APBB1IP"	"OSBPL10"
"M1"	"APBB1IP"	"ITGB1BP1"
"M1"	"APBB1IP"	"INSIG1"
"M1"	"APBB1IP"	"GANAB"
"M1"	"APBB1IP"	"TARDBP"
"M1"	"APBB1IP"	"TTC7A"
"M1"	"APBB1IP"	"SLC9A7"
"M1"	"APBB1IP"	"ALDH1A1"
"M1"	"APBB1IP"	"PXMP4"
"M1"	"APBB1IP"	"ATG10"
"M1"	"APBB1IP"	"OSGEPL1"
"M1"	"APBB1IP"	"MGLL"
"M1"	"APBB1IP"	"TMX1"
"M1"	"APBB1IP"	"MAGEB4"
"M1"	"APBB1IP"	"COG7"
"M1"	"APBB1IP"	"ZNF445"
"M1"	"APBB1IP"	"SF1"
"M1"	"APBB1IP"	"ITGB4"
"M1"	"APBB1IP"	"TBX6"
"M1"	"APBB1IP"	"EXOC3"
"M1"	"APBB1IP"	"RHBDL3"
"M1"	"APBB1IP"	"TFDP1"
"M1"	"APBB1IP"	"ATAD5"
"M1"	"APBB1IP"	"SF3A2"
"M1"	"APBB1IP"	"CRLF1"
"M1"	"APBB1IP"	"C10orf90"
"M1"	"APBB1IP"	"EXOC5"
"M1"	"APBB1IP"	"CDYL2"
"M1"	"APBB1IP"	"GPR3"
"M1"	"APBB1IP"	"GNS"
"M1"	"APBB1IP"	"KRT6B"
"M1"	"APBB1IP"	"HHLA3"
"M1"	"APBB1IP"	"APOBEC3D"
"M1"	"APBB1IP"	"PCSK5"
"M1"	"APBB1IP"	"FLT3"
"M1"	"APBB1IP"	"RCL1"
"M1"	"APBB1IP"	"AKAP13"
"M1"	"APBB1IP"	"FOXC2"
"M1"	"APBB1IP"	"SIRT3"
"M1"	"APBB1IP"	"JPH2"
"M1"	"APBB1IP"	"TSC1"
"M1"	"APBB1IP"	"HES6"
"M1"	"APBB1IP"	"ADTRP"
"M1"	"APBB1IP"	"LRIF1"
"M1"	"APBB1IP"	"PAM16"
"M1"	"APBB1IP"	"STRIP1"
"M1"	"APBB1IP"	"PDZD2"
"M1"	"APBB1IP"	"TEX11"
"M1"	"APBB1IP"	"PITPNM2"
"M1"	"APBB1IP"	"MUCL1"
"M1"	"APBB1IP"	"KRT83"
"M1"	"APBB1IP"	"ZXDA"
"M1"	"APBB1IP"	"CCT6B"
"M1"	"APBB1IP"	"N4BP1"
"M1"	"APBB1IP"	"ANAPC11"
"M1"	"APBB1IP"	"CDH16"
"M1"	"APBB1IP"	"DDHD1"
"M1"	"APBB1IP"	"ZNF626"
"M1"	"APBB1IP"	"EPX"
"M1"	"APBB1IP"	"INHBB"
"M1"	"APBB1IP"	"VIM"
"M1"	"APBB1IP"	"SLC45A4"
"M1"	"APBB1IP"	"USP53"
"M1"	"APBB1IP"	"GALNT2"
"M1"	"APBB1IP"	"CTSS"
"M1"	"APBB1IP"	"KDM4D"
"M1"	"APBB1IP"	"ZNF235"
"M1"	"APBB1IP"	"TBC1D17"
"M1"	"APBB1IP"	"TCERG1"
"M1"	"APBB1IP"	"RPL13A"
"M1"	"APBB1IP"	"FASTKD5"
"M1"	"APBB1IP"	"FKBP5"
"M1"	"APBB1IP"	"SLC36A1"
"M1"	"APBB1IP"	"FBXO42"
"M1"	"APBB1IP"	"GRHL3"
"M1"	"APBB1IP"	"CCT2"
"M1"	"APBB1IP"	"SLC35E1"
"M1"	"APBB1IP"	"ANK2"
"M1"	"APBB1IP"	"CEP63"
"M1"	"APBB1IP"	"RAB37"
"M1"	"APBB1IP"	"FBXO18"
"M1"	"APBB1IP"	"GID8"
"M1"	"APBB1IP"	"NIT2"
"M1"	"APBB1IP"	"NOX5"
"M1"	"APBB1IP"	"GRIN2C"
"M1"	"APBB1IP"	"KRT5"
"M1"	"APBB1IP"	"FAF1"
"M1"	"APBB1IP"	"KIAA0196"
"M1"	"APBB1IP"	"MT1H"
"M1"	"APBB1IP"	"CTNNB1"
"M1"	"APBB1IP"	"MYO5C"
"M1"	"APBB1IP"	"KRT26"
"M1"	"APBB1IP"	"ALOX12"
"M1"	"APBB1IP"	"ALG8"
"M1"	"APBB1IP"	"CHKA"
"M1"	"APBB1IP"	"NECAP1"
"M1"	"APBB1IP"	"CD82"
"M1"	"APBB1IP"	"LRRC70"
"M1"	"APBB1IP"	"ZNF467"
"M1"	"APBB1IP"	"S100A2"
"M1"	"APBB1IP"	"ANKRD11"
"M1"	"APBB1IP"	"HOMEZ"
"M1"	"APBB1IP"	"LTBP4"
"M1"	"APBB1IP"	"SCT"
"M1"	"APBB1IP"	"MYLK2"
"M1"	"APBB1IP"	"BIRC7"
"M1"	"APBB1IP"	"ZSWIM8"
"M1"	"APBB1IP"	"IFT80"
"M1"	"APBB1IP"	"SYNDIG1"
"M1"	"APBB1IP"	"NTN4"
"M1"	"APBB1IP"	"TAF9B"
"M1"	"APBB1IP"	"APBB1"
"M1"	"APBB1IP"	"GOSR1"
"M1"	"APBB1IP"	"EIF3G"
"M1"	"APBB1IP"	"ZNF701"
"M1"	"APBB1IP"	"TAF1C"
"M1"	"APBB1IP"	"ANK3"
"M1"	"APBB1IP"	"MOB3A"
"M1"	"APBB1IP"	"AP5Z1"
"M1"	"APBB1IP"	"TPM1"
"M1"	"APBB1IP"	"PLEKHJ1"
"M1"	"APBB1IP"	"ORC2"
"M1"	"APBB1IP"	"ZNF763"
"M1"	"APBB1IP"	"RBM17"
"M1"	"APBB1IP"	"TEX2"
"M1"	"APBB1IP"	"TLN2"
"M1"	"APBB1IP"	"PSMG1"
"M1"	"APBB1IP"	"TRAIP"
"M1"	"APBB1IP"	"DHX15"
"M1"	"APBB1IP"	"IGDCC3"
"M1"	"APBB1IP"	"RBM24"
"M1"	"APBB1IP"	"RELN"
"M1"	"APBB1IP"	"MARCH5"
"M1"	"APBB1IP"	"DIO2"
"M1"	"APBB1IP"	"VMAC"
"M1"	"APBB1IP"	"EYA1"
"M1"	"APBB1IP"	"WIPF1"
"M1"	"APBB1IP"	"ACTL7A"
"M1"	"APBB1IP"	"TNFRSF11A"
"M1"	"APBB1IP"	"NSMCE1"
"M1"	"APBB1IP"	"ARHGDIB"
"M1"	"APBB1IP"	"ALS2CR11"
"M1"	"APBB1IP"	"PRAMEF16"
"M1"	"APBB1IP"	"BRWD1"
"M1"	"APBB1IP"	"ING3"
"M1"	"APBB1IP"	"TLR5"
"M1"	"APBB1IP"	"HIST2H3D"
"M1"	"APBB1IP"	"CPSF7"
"M1"	"APBB1IP"	"CLDN20"
"M1"	"APBB1IP"	"SLC15A4"
"M1"	"APBB1IP"	"PEX6"
"M1"	"APBB1IP"	"DTL"
"M1"	"APBB1IP"	"TTBK1"
"M1"	"APBB1IP"	"ATP6V1C1"
"M1"	"APBB1IP"	"TUSC3"
"M1"	"APBB1IP"	"DOC2A"
"M1"	"APBB1IP"	"GPD1L"
"M1"	"APBB1IP"	"MPST"
"M1"	"APBB1IP"	"ZNF880"
"M1"	"APBB1IP"	"TRIM37"
"M1"	"APBB1IP"	"CSDC2"
"M1"	"APBB1IP"	"USP20"
"M1"	"APBB1IP"	"MAGEB1"
"M1"	"APBB1IP"	"THAP4"
"M1"	"APBB1IP"	"ORAI1"
"M1"	"APBB1IP"	"TSR3"
"M1"	"APBB1IP"	"EFCAB2"
"M1"	"APBB1IP"	"MAP3K11"
"M1"	"APBB1IP"	"CITED4"
"M1"	"APBB1IP"	"CFDP1"
"M1"	"APBB1IP"	"FHL1"
"M1"	"APBB1IP"	"ARHGAP17"
"M1"	"APBB1IP"	"SEC24B"
"M1"	"APBB1IP"	"TRIP12"
"M1"	"APBB1IP"	"CASP4"
"M1"	"APBB1IP"	"FAM127B"
"M1"	"APBB1IP"	"ATF7IP2"
"M1"	"APBB1IP"	"MID1IP1"
"M1"	"APBB1IP"	"ORM1"
"M1"	"APBB1IP"	"ATP6AP1"
"M1"	"APBB1IP"	"TMEM57"
"M1"	"APBB1IP"	"EPG5"
"M1"	"APBB1IP"	"CLK3"
"M1"	"APBB1IP"	"DPP4"
"M1"	"APBB1IP"	"GCDH"
"M1"	"APBB1IP"	"TNNT3"
"M1"	"APBB1IP"	"CLEC1B"
"M1"	"APBB1IP"	"ALDH4A1"
"M1"	"APBB1IP"	"ENTPD1"
"M1"	"APBB1IP"	"FAM171A1"
"M1"	"APBB1IP"	"BRMS1"
"M1"	"APBB1IP"	"GALK2"
"M1"	"APBB1IP"	"RAX2"
"M1"	"APBB1IP"	"MTMR6"
"M1"	"APBB1IP"	"NAGA"
"M1"	"APBB1IP"	"LRCH1"
"M1"	"APBB1IP"	"SLC16A6"
"M1"	"APBB1IP"	"NDUFA5"
"M1"	"APBB1IP"	"HIST1H4H"
"M1"	"APBB1IP"	"WRB"
"M1"	"APBB1IP"	"CPT2"
"M1"	"APBB1IP"	"C9orf117"
"M1"	"APBB1IP"	"NRAS"
"M1"	"APBB1IP"	"AAK1"
"M1"	"APBB1IP"	"NPBWR1"
"M1"	"APBB1IP"	"ADAM22"
"M1"	"APBB1IP"	"PRSS12"
"M1"	"APBB1IP"	"WDFY4"
"M1"	"APBB1IP"	"KLHL5"
"M1"	"APBB1IP"	"WWC2"
"M1"	"APBB1IP"	"MAPK10"
"M1"	"APBB1IP"	"UBE2F"
"M1"	"APBB1IP"	"MMP2"
"M1"	"APBB1IP"	"PHF17"
"M1"	"APBB1IP"	"TLCD1"
"M1"	"APBB1IP"	"STMN2"
"M1"	"APBB1IP"	"MMP26"
"M1"	"APBB1IP"	"TECPR1"
"M1"	"APBB1IP"	"TMEM127"
"M1"	"APBB1IP"	"AMOT"
"M1"	"APBB1IP"	"GOT1L1"
"M1"	"APBB1IP"	"SH3D21"
