"Module"	"Gene1"	"Gene2"
"M5"	"FZD4"	"IRS4"
"M5"	"TRO"	"PTGDS"
"M5"	"PTGDS"	"ERAS"
"M5"	"PTGDS"	"GATA5"
"M5"	"PTGDS"	"ADRB2"
"M5"	"PTGDS"	"SS18"
"M5"	"PTGDS"	"AP1G2"
"M5"	"PTGDS"	"ERBB2"
"M5"	"PTGDS"	"SCGB3A2"
"M5"	"PTGDS"	"STK25"
"M5"	"PTGDS"	"MPPED1"
"M5"	"PTGDS"	"IL1RAP"
"M5"	"PTGDS"	"PTP4A1"
"M5"	"PTGDS"	"CNEP1R1"
"M5"	"PTGDS"	"CD36"
"M5"	"PTGDS"	"GPRC5C"
"M5"	"PTGDS"	"ELOVL7"
"M5"	"PTGDS"	"GDNF"
"M5"	"PTGDS"	"FBXL4"
"M5"	"PTGDS"	"CNTLN"
"M5"	"PTGDS"	"TNFRSF1A"
"M5"	"PTGDS"	"ZNF8"
"M5"	"PTGDS"	"OTUB1"
"M5"	"PTGDS"	"CD209"
"M5"	"PTGDS"	"PSPN"
"M5"	"PTGDS"	"ARL6IP1"
"M5"	"PTGDS"	"DNAJA4"
"M5"	"PTGDS"	"GBP1"
"M5"	"PTGDS"	"TCFL5"
"M5"	"PTGDS"	"SDCBP"
"M5"	"PTGDS"	"WFDC5"
"M5"	"PTGDS"	"SPICE1"
"M5"	"PTGDS"	"TESK2"
"M5"	"PTGDS"	"RCAN3"
"M5"	"PTGDS"	"PLIN3"
"M5"	"PTGDS"	"SHC3"
"M5"	"PTGDS"	"RPL18"
"M5"	"PTGDS"	"GRM7"
"M5"	"PTGDS"	"PTTG1"
"M5"	"PTGDS"	"BTBD3"
"M5"	"PTGDS"	"KCTD6"
"M5"	"PTGDS"	"ZFPM2"
"M5"	"PTGDS"	"NGB"
"M5"	"PTGDS"	"RHBDL3"
"M5"	"PTGDS"	"EIF2A"
"M5"	"PTGDS"	"APOBEC2"
"M5"	"PTGDS"	"HLTF"
"M5"	"PTGDS"	"TBC1D8"
"M5"	"PTGDS"	"SCMH1"
"M5"	"PTGDS"	"OCRL"
"M5"	"PTGDS"	"VAPA"
"M5"	"PTGDS"	"CLCA1"
"M5"	"PTGDS"	"SBK1"
"M5"	"PTGDS"	"GNL1"
"M5"	"PTGDS"	"C1orf109"
"M5"	"PTGDS"	"NCAPG"
"M5"	"PTGDS"	"HOXA11"
"M5"	"PTGDS"	"TOP2B"
"M5"	"PTGDS"	"KIF21B"
"M5"	"PTGDS"	"MTBP"
"M5"	"PTGDS"	"EXOSC6"
"M5"	"PTGDS"	"RPS15A"
"M5"	"PTGDS"	"TOE1"
"M5"	"PTGDS"	"SEC13"
"M5"	"PTGDS"	"PDZD3"
"M5"	"PTGDS"	"MYO18B"
"M5"	"PTGDS"	"CCT4"
"M5"	"PTGDS"	"UCN"
"M5"	"PTGDS"	"GABRR1"
"M5"	"PTGDS"	"MCM5"
"M5"	"PTGDS"	"PKLR"
"M5"	"PTGDS"	"MLLT1"
"M5"	"PTGDS"	"YBX3"
"M5"	"PTGDS"	"GIMAP4"
"M5"	"PTGDS"	"ANAPC13"
"M5"	"PTGDS"	"NPB"
"M5"	"PTGDS"	"XYLB"
"M5"	"PTGDS"	"FNBP1L"
"M5"	"PTGDS"	"ZNF568"
"M5"	"PTGDS"	"LRP1"
"M5"	"PTGDS"	"TRUB2"
"M5"	"PTGDS"	"AR"
"M5"	"PTGDS"	"RPUSD3"
"M5"	"PTGDS"	"CXCL3"
"M5"	"PTGDS"	"C22orf39"
"M5"	"PTGDS"	"SGCB"
"M5"	"PTGDS"	"TUBGCP6"
"M5"	"PTGDS"	"SSX3"
"M5"	"PTGDS"	"MOB1B"
"M5"	"PTGDS"	"SPAG9"
"M5"	"PTGDS"	"SMNDC1"
"M5"	"PTGDS"	"RMI1"
"M5"	"PTGDS"	"CST9"
"M5"	"PTGDS"	"OR10J1"
"M5"	"PTGDS"	"GCAT"
"M5"	"PTGDS"	"DPYSL2"
"M5"	"PTGDS"	"FABP9"
"M5"	"PTGDS"	"ZBED1"
"M5"	"PTGDS"	"ANKRD12"
"M5"	"PTGDS"	"ARPC2"
"M5"	"PTGDS"	"SGK223"
"M5"	"PTGDS"	"ARL6IP6"
"M5"	"PTGDS"	"DNAJC19"
"M5"	"PTGDS"	"NUDT9"
"M5"	"PTGDS"	"FCRL4"
"M5"	"PTGDS"	"PAM16"
"M5"	"PTGDS"	"LRRC23"
"M5"	"PTGDS"	"SUSD2"
"M5"	"PTGDS"	"SALL3"
"M5"	"PTGDS"	"PIAS2"
"M5"	"PTGDS"	"CACNB3"
"M5"	"PTGDS"	"TPT1"
"M5"	"PTGDS"	"TRAPPC12"
"M5"	"PTGDS"	"E2F1"
"M5"	"PTGDS"	"PARP2"
"M5"	"PTGDS"	"MS4A5"
"M5"	"PTGDS"	"MYOF"
"M5"	"PTGDS"	"MPV17L"
"M5"	"PTGDS"	"HIST2H3D"
"M5"	"PTGDS"	"PRL"
"M5"	"PTGDS"	"UCHL1"
"M5"	"PTGDS"	"EFNA3"
"M5"	"PTGDS"	"GNGT1"
"M5"	"PTGDS"	"DNAJC9"
"M5"	"PTGDS"	"RGS13"
"M5"	"PTGDS"	"CRYBB2"
"M5"	"PTGDS"	"FAM195A"
"M5"	"PTGDS"	"AXIN2"
"M5"	"PTGDS"	"RNF41"
"M5"	"PTGDS"	"MAG"
"M5"	"PTGDS"	"SLC48A1"
"M5"	"PTGDS"	"ZNF845"
"M5"	"PTGDS"	"SAMD9"
"M5"	"PTGDS"	"NOC2L"
"M5"	"PTGDS"	"FTSJ1"
"M5"	"PTGDS"	"CMSS1"
"M5"	"PTGDS"	"CRP"
"M5"	"TUBA1C"	"FCGR3A"
"M5"	"TUBA1C"	"IL2RA"
"M5"	"TUBA1C"	"CMKLR1"
"M5"	"TUBA1C"	"PLA2G7"
"M5"	"TUBA1C"	"LRCH2"
"M5"	"TESK1"	"LRCH2"
"M5"	"ID1"	"P2RX5"
"M5"	"CAMK2B"	"LDB1"
"M5"	"CAMK2B"	"SLC31A1"
"M5"	"CAMK2B"	"HOXA10"
"M5"	"CAMK2B"	"PTP4A1"
"M5"	"CAMK2B"	"CDHR1"
"M5"	"CAMK2B"	"CD1D"
"M5"	"CAMK2B"	"ACOX1"
"M5"	"CAMK2B"	"SEMG1"
"M5"	"CAMK2B"	"PPP1R2"
"M5"	"CAMK2B"	"NEIL1"
"M5"	"CAMK2B"	"SLC37A4"
"M5"	"CAMK2B"	"GATAD2B"
"M5"	"CAMK2B"	"IL12A"
"M5"	"CAMK2B"	"POF1B"
"M5"	"CAMK2B"	"CDC25B"
"M5"	"CAMK2B"	"MXI1"
"M5"	"CAMK2B"	"A1BG"
"M5"	"CAMK2B"	"PTMS"
"M5"	"CAMK2B"	"PPP1R35"
"M5"	"CAMK2B"	"GJD4"
"M5"	"CAMK2B"	"MED29"
"M5"	"CAMK2B"	"SPG21"
"M5"	"CAMK2B"	"GYG2"
"M5"	"CAMK2B"	"TRAF5"
"M5"	"CAMK2B"	"EMILIN2"
"M5"	"CAMK2B"	"DUSP11"
"M5"	"CAMK2B"	"CFHR3"
"M5"	"CAMK2B"	"ZNHIT1"
"M5"	"CAMK2B"	"SAA1"
"M5"	"CAMK2B"	"NPB"
"M5"	"CAMK2B"	"IPP"
"M5"	"CAMK2B"	"YES1"
"M5"	"CAMK2B"	"CFHR4"
"M5"	"CAMK2B"	"HAGHL"
"M5"	"CAMK2B"	"ARFGEF2"
"M5"	"CAMK2B"	"CDH23"
"M5"	"CAMK2B"	"ATP5I"
"M5"	"CAMK2B"	"FAHD1"
"M5"	"CAMK2B"	"PPHLN1"
"M5"	"CAMK2B"	"GAS2L1"
"M5"	"CAMK2B"	"SLC12A6"
"M5"	"CAMK2B"	"CRTAP"
"M5"	"CAMK2B"	"MAP7D3"
"M5"	"CAMK2B"	"ASIC5"
"M5"	"CAMK2B"	"KCNE3"
"M5"	"CAMK2B"	"CD70"
"M5"	"CAMK2B"	"CR1"
"M5"	"CAMK2B"	"C4orf46"
"M5"	"CAMK2B"	"PAGR1"
"M5"	"CAMK2B"	"USP41"
"M5"	"CAMK2B"	"ARL6IP6"
"M5"	"CAMK2B"	"KNOP1"
"M5"	"CAMK2B"	"UBR1"
"M5"	"CAMK2B"	"MAK16"
"M5"	"CAMK2B"	"CPNE2"
"M5"	"CAMK2B"	"SLC22A18"
"M5"	"CAMK2B"	"NOP16"
"M5"	"CAMK2B"	"NAT16"
"M5"	"CAMK2B"	"DOPEY2"
"M5"	"CAMK2B"	"ST8SIA6"
"M5"	"CAMK2B"	"HLA-DQA2"
"M5"	"CAMK2B"	"LRRIQ3"
"M5"	"CAMK2B"	"PSMF1"
"M5"	"CAMK2B"	"VSIG8"
"M5"	"CAMK2B"	"HLA-DPA1"
"M5"	"CAMK2B"	"DTX3L"
"M5"	"CAMK2B"	"SLCO2A1"
"M5"	"CAMK2B"	"ARMC9"
"M5"	"CAMK2B"	"ARIH1"
"M5"	"CAMK2B"	"FBXL13"
"M5"	"CAMK2B"	"LAMTOR2"
"M5"	"CAMK2B"	"SCN9A"
"M5"	"CAMK2B"	"TMEM106C"
"M5"	"CAMK2B"	"IARS2"
"M5"	"CAMK2B"	"MOB4"
"M5"	"CAMK2B"	"ADIPOR1"
"M5"	"CAMK2B"	"SH2D5"
"M5"	"CAMK2B"	"PAM"
"M5"	"CAMK2B"	"NAV3"
"M5"	"CAMK2B"	"FUNDC1"
"M5"	"CAMK2B"	"WBP11"
"M5"	"CAMK2B"	"PIGP"
"M5"	"CAMK2B"	"BDP1"
"M5"	"CAMK2B"	"PPP1R12A"
"M5"	"CAMK2B"	"ZDHHC20"
"M5"	"CAMK2B"	"SQSTM1"
"M5"	"CAMK2B"	"ZNF254"
"M5"	"CAMK2B"	"DCAF6"
"M5"	"CAMK2B"	"FBXO3"
"M5"	"CAMK2B"	"ACR"
"M5"	"CAMK2B"	"AIDA"
"M5"	"CAMK2B"	"RAD51B"
"M5"	"CAMK2B"	"ZNF580"
"M5"	"CAMK2B"	"PPP4R4"
"M5"	"CAMK2B"	"CYP17A1"
"M5"	"CAMK2B"	"ARHGAP4"
"M5"	"CAMK2B"	"MYL12A"
"M5"	"CAMK2B"	"ZFY"
"M5"	"CAMK2B"	"ETV1"
"M5"	"CAMK2B"	"MED28"
"M5"	"CAMK2B"	"OXCT1"
"M5"	"CAMK2B"	"TEX14"
"M5"	"CAMK2B"	"KDM3B"
"M5"	"CAMK2B"	"TUBGCP4"
"M5"	"CAMK2B"	"PACRG"
"M5"	"CAMK2B"	"PPAN-P2RY11"
"M5"	"CAMK2B"	"CNOT10"
"M5"	"CAMK2B"	"LIMS2"
"M5"	"CAMK2B"	"AGO3"
"M5"	"CAMK2B"	"PLA2G10"
"M5"	"CAMK2B"	"MSI1"
"M5"	"CAMK2B"	"CDC14B"
"M5"	"CAMK2B"	"PSMC3IP"
"M5"	"CAMK2B"	"AOX1"
"M5"	"CAMK2B"	"RBM48"
"M5"	"CAMK2B"	"EIF4A3"
"M5"	"CAMK2B"	"MUTYH"
"M5"	"CAMK2B"	"PIP4K2A"
"M5"	"CAMK2B"	"UFSP2"
"M5"	"CAMK2B"	"TBC1D2B"
"M5"	"CAMK2B"	"TNP2"
"M5"	"CAMK2B"	"RTN4IP1"
"M5"	"CAMK2B"	"SMEK2"
"M5"	"CAMK2B"	"SIL1"
"M5"	"CAMK2B"	"HIF3A"
"M5"	"CAMK2B"	"ZFP36L1"
"M5"	"CAMK2B"	"ZBTB8A"
"M5"	"CAMK2B"	"PIK3R5"
"M5"	"CAMK2B"	"MAPK3"
"M5"	"CAMK2B"	"DDX58"
"M5"	"CAMK2B"	"TUBB"
"M5"	"CAMK2B"	"UBE2O"
"M5"	"CAMK2B"	"ATXN3"
"M5"	"CAMK2B"	"ABLIM2"
"M5"	"CAMK2B"	"TMEM150C"
"M5"	"CAMK2B"	"NPDC1"
"M5"	"CAMK2B"	"ANKHD1-EIF4EBP3"
"M5"	"CAMK2B"	"ANKS6"
"M5"	"CAMK2B"	"MYCL"
"M5"	"CAMK2B"	"STAC"
"M5"	"CAMK2B"	"ATG4D"
"M5"	"CAMK2B"	"COX14"
"M5"	"CAMK2B"	"VAV3"
"M5"	"CAMK2B"	"STAT5B"
"M5"	"CAMK2B"	"CRYBB3"
"M5"	"CAMK2B"	"HLA-DQB1"
"M5"	"CAMK2B"	"ZNF12"
"M5"	"CAMK2B"	"VPS9D1"
"M5"	"CAMK2B"	"RMND1"
"M5"	"CAMK2B"	"CREB3L1"
"M5"	"CAMK2B"	"DNHD1"
"M5"	"CAMK2B"	"POLD2"
"M5"	"CAMK2B"	"HPX"
"M5"	"CAMK2B"	"NCKAP1L"
"M5"	"CAMK2B"	"PDE1C"
"M5"	"CAMK2B"	"LZTS2"
"M5"	"CAMK2B"	"GMPR2"
"M5"	"CAMK2B"	"RAB25"
"M5"	"CAMK2B"	"PARD6B"
"M5"	"CAMK2B"	"BAG3"
"M5"	"CAMK2B"	"PSMG1"
"M5"	"CAMK2B"	"CARD9"
"M5"	"CAMK2B"	"ALS2CR11"
"M5"	"CAMK2B"	"RB1CC1"
"M5"	"CAMK2B"	"GCOM1"
"M5"	"CAMK2B"	"FBXW10"
"M5"	"CAMK2B"	"CDC42BPB"
"M5"	"CAMK2B"	"DCLK2"
"M5"	"CAMK2B"	"MEF2A"
"M5"	"CAMK2B"	"HAS1"
"M5"	"CAMK2B"	"RNF44"
"M5"	"CAMK2B"	"HPS1"
"M5"	"CAMK2B"	"CPEB3"
"M5"	"CAMK2B"	"TNFSF13B"
"M5"	"CAMK2B"	"RAB18"
"M5"	"CTLA4"	"SLBP"
"M5"	"CTLA4"	"HDLBP"
"M5"	"CTLA4"	"GOLGA7"
"M5"	"CTLA4"	"RPS12"
"M5"	"CTLA4"	"UBXN4"
"M5"	"CTLA4"	"PRTFDC1"
"M5"	"CTLA4"	"SAT2"
"M5"	"CTLA4"	"GLYAT"
"M5"	"CTLA4"	"ANKIB1"
"M5"	"CAMK2A"	"SOAT2"
"M5"	"PPAP2B"	"PPP1R1B"
"M5"	"PPAP2B"	"CD79B"
"M5"	"PPAP2B"	"CD84"
"M5"	"PPAP2B"	"SLC12A3"
"M5"	"FASLG"	"ADRB2"
"M5"	"FASLG"	"TLE4"
"M5"	"FASLG"	"KLHDC9"
"M5"	"FASLG"	"CD84"
"M5"	"FASLG"	"SNAPC4"
"M5"	"FASLG"	"CCR4"
"M5"	"FASLG"	"POLE"
"M5"	"FASLG"	"WDR82"
"M5"	"FASLG"	"HIST1H3B"
"M5"	"FASLG"	"PPFIA2"
"M5"	"FASLG"	"H3F3A"
"M5"	"FASLG"	"RAB12"
"M5"	"FASLG"	"CBX2"
"M5"	"FASLG"	"FKBP4"
"M5"	"FASLG"	"PGC"
"M5"	"FASLG"	"ZBTB17"
"M5"	"FASLG"	"ITIH4"
"M5"	"FASLG"	"MYL6"
"M5"	"FASLG"	"GNE"
"M5"	"FASLG"	"NUDT15"
"M5"	"FASLG"	"TMEM127"
"M5"	"FASLG"	"NUP54"
"M5"	"FASLG"	"PABPN1L"
"M5"	"FASLG"	"TOLLIP"
"M5"	"FASLG"	"CD82"
"M5"	"FASLG"	"UBE2F"
"M5"	"FASLG"	"RRM1"
"M5"	"FASLG"	"CST7"
"M5"	"FASLG"	"FLOT1"
"M5"	"FASLG"	"PKP3"
"M5"	"FASLG"	"PDZD11"
"M5"	"FASLG"	"CCDC141"
"M5"	"FASLG"	"SPRR2E"
"M5"	"FASLG"	"RPS25"
"M5"	"FASLG"	"KIAA0391"
"M5"	"FASLG"	"PPIA"
"M5"	"FASLG"	"RNMTL1"
"M5"	"FASLG"	"LYRM7"
"M5"	"FASLG"	"CAND2"
"M5"	"FASLG"	"ECE1"
"M5"	"FASLG"	"C2CD3"
"M5"	"FASLG"	"FUCA2"
"M5"	"FASLG"	"NKX2-1"
"M5"	"FASLG"	"SST"
"M5"	"FASLG"	"GPR37"
"M5"	"FASLG"	"TMEFF2"
"M5"	"FASLG"	"MUC1"
"M5"	"FASLG"	"NRAP"
"M5"	"FASLG"	"COPG1"
"M5"	"FASLG"	"ZNF646"
"M5"	"FASLG"	"NEK8"
"M5"	"FASLG"	"GPR50"
"M5"	"FASLG"	"FKBP2"
"M5"	"FASLG"	"VAMP7"
"M5"	"FASLG"	"NPTX1"
"M5"	"FASLG"	"MERTK"
"M5"	"FASLG"	"SUMF1"
"M5"	"FASLG"	"OSBPL2"
"M5"	"FASLG"	"ANXA4"
"M5"	"FASLG"	"FAM171A1"
"M5"	"FASLG"	"NACAD"
"M5"	"FASLG"	"SLC25A51"
"M5"	"FASLG"	"CIB1"
"M5"	"FASLG"	"PRSS12"
"M5"	"FASLG"	"NUMB"
"M5"	"FASLG"	"AKR1C1"
"M5"	"FASLG"	"FBXO16"
"M5"	"FASLG"	"FIBP"
"M5"	"FASLG"	"SCAMP2"
"M5"	"FASLG"	"ATP5J"
"M5"	"TRAPPC5"	"PLA2G7"
"M5"	"IL3"	"CD79B"
"M5"	"IL3"	"SOAT2"
"M5"	"IL3"	"SLC2A6"
"M5"	"MYO16"	"CD79B"
"M5"	"MYO16"	"CMKLR1"
"M5"	"MYO16"	"CLEC6A"
"M5"	"MYO16"	"VSIG4"
"M5"	"MYO16"	"LRCH2"
"M5"	"TM9SF1"	"LMX1B"
"M5"	"LMTK3"	"PRF1"
"M5"	"LMTK3"	"FCRL5"
"M5"	"ACAD11"	"CD84"
"M5"	"ACAD11"	"SSTR2"
"M5"	"LDHAL6A"	"NLRP7"
"M5"	"CLCN3"	"SOAT2"
"M5"	"CLCN3"	"CXCL11"
"M5"	"CLCN3"	"SLC2A6"
"M5"	"PAFAH1B2"	"ASIC5"
"M5"	"EPN1"	"CD79B"
"M5"	"EPN1"	"FCGR3A"
"M5"	"EPN1"	"CMKLR1"
"M5"	"EPN1"	"PLA2G7"
"M5"	"EPN1"	"LPO"
"M5"	"EPN1"	"LRCH2"
"M5"	"SNTA1"	"GTSF1"
"M5"	"CNTNAP4"	"LPO"
"M5"	"HPRT1"	"IRS4"
"M5"	"HPRT1"	"ITIH1"
"M5"	"HPRT1"	"LPO"
"M5"	"REV3L"	"PLA2G7"
"M5"	"CDC25C"	"CD84"
"M5"	"CDC25C"	"SLC2A6"
"M5"	"CDC25C"	"LPO"
"M5"	"CDC25C"	"VSIG4"
"M5"	"GTF3A"	"SOAT2"
"M5"	"GTF3A"	"CXCL11"
"M5"	"GTF3A"	"GIMAP4"
"M5"	"GTF3A"	"SLC2A6"
"M5"	"TCF21"	"LRCH2"
"M5"	"RBM11"	"BTLA"
"M5"	"IFIT1"	"USP33"
"M5"	"IFIT1"	"PPP2R3B"
"M5"	"IFIT1"	"NRARP"
"M5"	"IFIT1"	"GPR15"
"M5"	"IFIT1"	"LBH"
"M5"	"IFIT1"	"SLC45A1"
"M5"	"IFIT1"	"MAST4"
"M5"	"IFIT1"	"SARDH"
"M5"	"IFIT1"	"ABAT"
"M5"	"IFIT1"	"NUDT15"
"M5"	"IFIT1"	"HDAC8"
"M5"	"IFIT1"	"PADI3"
"M5"	"IFIT1"	"RNF214"
"M5"	"IFIT1"	"SKA3"
"M5"	"IFIT1"	"TTI2"
"M5"	"IFIT1"	"TMEM179B"
"M5"	"IFIT1"	"GINS2"
"M5"	"IFIT1"	"SIT1"
"M5"	"IFIT1"	"ADARB2"
"M5"	"IFIT1"	"RARS2"
"M5"	"IFIT1"	"RUNX1T1"
"M5"	"IFIT1"	"PRSS12"
"M5"	"IFIT1"	"FBXO31"
"M5"	"IFIT1"	"TBL2"
"M5"	"IFIT1"	"NDRG1"
"M5"	"IFIT1"	"DCAF10"
"M5"	"IFIT1"	"COPZ1"
"M5"	"IFIT1"	"FAM206A"
"M5"	"IFIT1"	"CRYBB2"
"M5"	"IFIT1"	"TMEM37"
"M5"	"DEK"	"PRF1"
"M5"	"UBE2L3"	"CD79A"
"M5"	"UBE2L3"	"FCGR3A"
"M5"	"FAIM2"	"P2RX5"
"M5"	"ERAS"	"CD84"
"M5"	"ERAS"	"OASL"
"M5"	"CD79A"	"HMGN2"
"M5"	"CD79A"	"BMPR1B"
"M5"	"CD79A"	"STK25"
"M5"	"CD79A"	"CTBS"
"M5"	"CD79A"	"PTP4A1"
"M5"	"CD79A"	"NEIL1"
"M5"	"CD79A"	"NMT2"
"M5"	"CD79A"	"RCAN3"
"M5"	"CD79A"	"DOC2A"
"M5"	"CD79A"	"AZI2"
"M5"	"CD79A"	"CACYBP"
"M5"	"CD79A"	"HDLBP"
"M5"	"CD79A"	"PIK3CD"
"M5"	"CD79A"	"EIF2A"
"M5"	"CD79A"	"STARD9"
"M5"	"CD79A"	"YOD1"
"M5"	"CD79A"	"TWSG1"
"M5"	"CD79A"	"IL22RA1"
"M5"	"CD79A"	"BCAN"
"M5"	"CD79A"	"RWDD1"
"M5"	"CD79A"	"ABCF2"
"M5"	"CD79A"	"CHORDC1"
"M5"	"CD79A"	"COPS2"
"M5"	"CD79A"	"FUT10"
"M5"	"CD79A"	"MAF"
"M5"	"CD79A"	"PNKP"
"M5"	"CD79A"	"MORC1"
"M5"	"CD79A"	"GH2"
"M5"	"CD79A"	"GABRQ"
"M5"	"CD79A"	"HOXC5"
"M5"	"CD79A"	"SPSB1"
"M5"	"CD79A"	"DUSP19"
"M5"	"CD79A"	"CLTCL1"
"M5"	"CD79A"	"LIG1"
"M5"	"CD79A"	"MYCN"
"M5"	"CD79A"	"SZT2"
"M5"	"CD79A"	"MYLIP"
"M5"	"CD79A"	"HSCB"
"M5"	"CD79A"	"STX7"
"M5"	"CD79A"	"NCOR1"
"M5"	"CD79A"	"DLAT"
"M5"	"CD79A"	"TMEM165"
"M5"	"CD79A"	"CKAP2"
"M5"	"CD79A"	"TCEB3B"
"M5"	"CD79A"	"PRKAG3"
"M5"	"CD79A"	"FOXJ2"
"M5"	"CD79A"	"BROX"
"M5"	"CD79A"	"ZFYVE1"
"M5"	"CD79A"	"TRAPPC10"
"M5"	"CD79A"	"ANKRD13D"
"M5"	"CD79A"	"MAGOHB"
"M5"	"CD79A"	"CYP24A1"
"M5"	"CD79A"	"IVD"
"M5"	"CD79A"	"RHD"
"M5"	"CD79A"	"RING1"
"M5"	"CD79A"	"SP4"
"M5"	"CD79A"	"DYDC1"
"M5"	"CD79A"	"CHERP"
"M5"	"CD79A"	"KCNN3"
"M5"	"CD79A"	"LDOC1L"
"M5"	"CD79A"	"PITPNM1"
"M5"	"CD79A"	"MCOLN3"
"M5"	"CD79A"	"GADD45A"
"M5"	"CD79A"	"SLC7A5"
"M5"	"CD79A"	"CDC14A"
"M5"	"CD79A"	"POU3F1"
"M5"	"CD79A"	"RIT1"
"M5"	"CD79A"	"ZNF667"
"M5"	"CD79A"	"CHCHD1"
"M5"	"CD79A"	"ACACA"
"M5"	"CD79A"	"MICALCL"
"M5"	"CD79A"	"BCAM"
"M5"	"CD79A"	"SAMD4A"
"M5"	"CD79A"	"ARID4A"
"M5"	"CD79A"	"KCNE3"
"M5"	"CD79A"	"CDC6"
"M5"	"CD79A"	"IL36RN"
"M5"	"CD79A"	"C18orf25"
"M5"	"CD79A"	"ZNF566"
"M5"	"CD79A"	"MBOAT7"
"M5"	"CD79A"	"CCHCR1"
"M5"	"CD79A"	"NKAP"
"M5"	"CD79A"	"MLXIP"
"M5"	"CD79A"	"GLYR1"
"M5"	"CD79A"	"NAF1"
"M5"	"CD79A"	"KIAA0087"
"M5"	"CD79A"	"STMN2"
"M5"	"CD79A"	"AGPAT3"
"M5"	"CD79A"	"DNAH14"
"M5"	"CD79A"	"HES7"
"M5"	"CD79A"	"RPL31"
"M5"	"CD79A"	"POLR3G"
"M5"	"CD79A"	"KIAA1211"
"M5"	"CD79A"	"NUFIP2"
"M5"	"CD79A"	"L3MBTL3"
"M5"	"CD79A"	"DBNDD2"
"M5"	"CD79A"	"KIAA1586"
"M5"	"CD79A"	"SP8"
"M5"	"CD79A"	"WRNIP1"
"M5"	"CD79A"	"NDE1"
"M5"	"CD79A"	"DDX51"
"M5"	"CD79A"	"WNT9B"
"M5"	"CD79A"	"ATP2B3"
"M5"	"CD79A"	"ZFP36"
"M5"	"CD79A"	"THBS2"
"M5"	"CD79A"	"RPP30"
"M5"	"CD79A"	"HSPB11"
"M5"	"CD79A"	"SFRP1"
"M5"	"CD79A"	"FBXL13"
"M5"	"CD79A"	"PSMC4"
"M5"	"CD79A"	"GLUL"
"M5"	"CD79A"	"TYMP"
"M5"	"CD79A"	"SLC7A4"
"M5"	"CD79A"	"ZFC3H1"
"M5"	"CD79A"	"PLCB1"
"M5"	"CD79A"	"PPY"
"M5"	"CD79A"	"SLC2A4RG"
"M5"	"CD79A"	"ABHD2"
"M5"	"CD79A"	"CDK10"
"M5"	"CD79A"	"FAM206A"
"M5"	"CD79A"	"STAT3"
"M5"	"CD79A"	"EFS"
"M5"	"CD79A"	"PLA2G6"
"M5"	"CD79A"	"L1CAM"
"M5"	"CD79A"	"PLEKHA4"
"M5"	"CD79A"	"DDX5"
"M5"	"CD79A"	"NEDD4L"
"M5"	"CD79A"	"ADRM1"
"M5"	"CD79A"	"RPL21"
"M5"	"CD79A"	"TTLL6"
"M5"	"CD79A"	"KIAA1191"
"M5"	"CD79A"	"PTK7"
"M5"	"CD79A"	"ACAD10"
"M5"	"CD79A"	"FAM19A5"
"M5"	"CD79A"	"DMRTB1"
"M5"	"CD79A"	"BSPRY"
"M5"	"CD79A"	"PKP4"
"M5"	"CD79A"	"SETD2"
"M5"	"CD79A"	"CNN2"
"M5"	"CD79A"	"LONRF1"
"M5"	"CD79A"	"ZNF528"
"M5"	"CD79A"	"C3orf36"
"M5"	"CD79A"	"POGK"
"M5"	"CD79A"	"NPAS4"
"M5"	"CD79A"	"CFL2"
"M5"	"CD79A"	"ZNF57"
"M5"	"CD79A"	"SEC14L4"
"M5"	"CD79A"	"PDK3"
"M5"	"CD79A"	"APOBEC3G"
"M5"	"CD79A"	"RNF26"
"M5"	"CD79A"	"APOC3"
"M5"	"CD79A"	"PHC2"
"M5"	"CD79A"	"CDSN"
"M5"	"CD79A"	"LUC7L3"
"M5"	"CD79A"	"USP4"
"M5"	"CD79A"	"ELAVL3"
"M5"	"CD79A"	"PLOD1"
"M5"	"CD79A"	"MPLKIP"
"M5"	"CD79A"	"IL8"
"M5"	"CD79A"	"DDAH2"
"M5"	"CD79A"	"ARL2"
"M5"	"CD79A"	"CHKB"
"M5"	"CD79A"	"NR3C2"
"M5"	"CD79A"	"ADH1A"
"M5"	"CD79A"	"BZW2"
"M5"	"CD79A"	"TOB1"
"M5"	"LDB1"	"BTLA"
"M5"	"LDB1"	"PRF1"
"M5"	"GATA5"	"CXCL11"
"M5"	"GATA5"	"SLC2A6"
"M5"	"MUSTN1"	"JAKMIP1"
"M5"	"SLC7A7"	"PRF1"
"M5"	"BTLA"	"AHRR"
"M5"	"BTLA"	"TIGIT"
"M5"	"BTLA"	"SLC37A4"
"M5"	"BTLA"	"EID2B"
"M5"	"BTLA"	"LCN2"
"M5"	"BTLA"	"CSH2"
"M5"	"BTLA"	"GTF2E2"
"M5"	"BTLA"	"CHORDC1"
"M5"	"BTLA"	"HHEX"
"M5"	"BTLA"	"MAF"
"M5"	"BTLA"	"PPP2R3C"
"M5"	"BTLA"	"MRPL24"
"M5"	"BTLA"	"CDH6"
"M5"	"BTLA"	"PRPF3"
"M5"	"BTLA"	"UXT"
"M5"	"BTLA"	"CHP2"
"M5"	"BTLA"	"CKMT1A"
"M5"	"BTLA"	"DCST1"
"M5"	"BTLA"	"GPR78"
"M5"	"BTLA"	"AKIP1"
"M5"	"STK38L"	"BLK"
